chapter,sentence,char,word,word_num,tot_words,ch_num,value,sum_sent,wds_norm,sum_length_adj,sum_norm,ch_name
Span notes 3 thaliost.txt,"chibo slashes at two more satchels held by apostles near the side door, more sawdust.",chibo,slashes,283,362,3,-2,2.601503759398496,0.8372781065088757,0.007186474473476509,0.055096304296653235,Thaliost
Span notes 3 thaliost.txt,dane also gets some dirt on jld’s role in the ill-fated final attempt to claim independence from thrain a couple of years ago.,dane,dirt,289,370,3,-2,6.552631578947368,0.9145569620253164,0.01770981507823613,0.13577524893314366,Thaliost
Span notes 3 thaliost.txt,dane also gets some dirt on jld’s role in the ill-fated final attempt to claim independence from thrain a couple of years ago.,dane,ill,295,370,3,-2,4.552631578947368,0.9335443037974683,0.012304409672830724,0.09433380749170223,Thaliost
Span notes 3 thaliost.txt,"rook and dane chat on dane’s return, and share information.",rook,share,295,385,3,1.650375939849624,1.5526315789473684,0.8082191780821918,0.004032809295967191,0.03091820460241513,Thaliost
Span notes 3 thaliost.txt,"rook comes up with a plan to convince jld that ev’s actions were in the best interest of thaliost, though he doesn’t let us in on it.",rook,convince,304,385,3,1.650375939849624,3.2030075187969924,0.8328767123287671,0.008319500048823357,0.06378283370764574,Thaliost
Span notes 3 thaliost.txt,rook chats with ev to gain some insights into jld.,evertonette,gain,311,465,3,3.300751879699248,1.2030075187969924,0.7566909975669099,0.0025871129436494463,0.01983453256797909,Thaliost
Span notes 3 thaliost.txt,"rook and dane chat on dane’s return, and share information.",dane,share,316,370,3,1.650375939849624,6.203007518796992,1,0.016764885185937817,0.12853078642552326,Thaliost
Span notes 3 thaliost.txt,"he makes an impassioned plea that ev is still fighting for the same cause, and that if they fight and kill ev then all her work will be for naught.",evertonette,fight,333,465,3,-1,0.20300751879699241,0.8102189781021898,4.365753092408439e-4,0.00334707737084647,Thaliost
Span notes 3 thaliost.txt,"he makes an impassioned plea that ev is still fighting for the same cause, and that if they fight and kill ev then all her work will be for naught.",evertonette,kill,334,465,3,-3,-2.7969924812030076,0.8126520681265207,-0.006015037593984963,-0.04611528822055138,Thaliost
Span notes 3 thaliost.txt,chibo grabs the bag and slams on the bracelets and gag.,chibo,gag,338,362,3,-2,0.6015037593984962,1,0.0016616125950234702,0.012739029895179938,Thaliost
Span notes 3 thaliost.txt,rook tries to convince him to bear the message that thaliost would be better off with both of them alive.,rook,convince,342,385,3,1.650375939849624,4.853383458646617,0.936986301369863,0.012606190801679525,0.09664746281287635,Thaliost
Span notes 3 thaliost.txt,"jld blames himself for the disaster, and ev bears similar responsibility.",evertonette,blames,343,465,3,-2,-4.796992481203008,0.8345498783454988,-0.010316112862802167,-0.07909019861481661,Thaliost
Span notes 3 thaliost.txt,"jld blames himself for the disaster, and ev bears similar responsibility.",evertonette,disaster,347,465,3,-2,-6.796992481203008,0.8442822384428224,-0.014617188131619371,-0.11206510900908186,Thaliost
Span notes 3 thaliost.txt,rook tries to convince him to bear the message that thaliost would be better off with both of them alive.,rook,alive,357,385,3,1.650375939849624,6.503759398496241,0.9780821917808219,0.01689288155453569,0.12951209191810698,Thaliost
Span notes 3 thaliost.txt,"if he were to be able to forgive ev, he would not be able to forgive himself.",evertonette,forgive,359,465,3,1.650375939849624,-5.146616541353383,0.8734793187347932,-0.011067992562050287,-0.08485460964238553,Thaliost
Span notes 3 thaliost.txt,rook was furious that anyone needed to die at all.,rook,furious,360,385,3,-3,3.5037593984962405,0.9863013698630136,0.009100673762327897,0.06977183217784722,Thaliost
Span notes 3 thaliost.txt,rook was furious that anyone needed to die at all.,rook,die,365,385,3,-3,0.5037593984962405,1,0.0013084659701201053,0.010031572437587474,Thaliost
Span notes 3 thaliost.txt,ev says jld had a vote in the matter and decided to go along with the plans - and so it is on him.,evertonette,matter,372,465,3,1.650375939849624,-3.4962406015037595,0.9051094890510949,-0.0075187969924812035,-0.05764411027568923,Thaliost
Span notes 3 thaliost.txt,"finally evertonette manages to put her rapier through his heart, and catches him and gently lowers him to the bridge where he bleeds out while she hangs her head in sorrow humming the aundairian anthem.",evertonette,sorrow,411,465,3,-2,-5.496240601503759,1,-0.011819872261298407,-0.09061902066995446,Thaliost
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,chibo,chibo,0,419,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,chibo and dane go to the docks ward in uniform while chibo is out of uniform - separate but keeping an eye on each other.,dane,chibo,0,319,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,evertonette,span,0,242,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,"rook going to the hill ward, straight to the governor’s mansion to try to get some answers; vandare and rinoa go with him.",rinoa,rook,0,358,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,rook,span,0,284,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,"vandare came into the job as an altruistic do-gooder, but is frustrated because his true nature is to run in and let the arrows fly in service to the greater good.",vandare,vandare,0,188,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,xotl,chibo,0,147,4,0,0,0,0,0,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,rook,adventures,2,284,4,3.300751879699248,3.300751879699248,0.007905138339920948,0.011622365773588902,0.08910480426418159,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,evertonette,adventures,2,242,4,3.300751879699248,3.300751879699248,0.009389671361502348,0.01363947057726962,0.10456927442573376,Xandrar
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,chibo,broken,4,419,4,-1,-1,0.009592326139088728,-0.002386634844868735,-0.018297533810660304,Xandrar
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,xotl,broken,4,147,4,-1,-1,0.034782608695652174,-0.006802721088435374,-0.05215419501133787,Xandrar
Span notes 4 xandrar.txt,"rook going to the hill ward, straight to the governor’s mansion to try to get some answers; vandare and rinoa go with him.",rinoa,straight,7,358,4,1.650375939849624,1.650375939849624,0.028112449799196786,0.004609988658797833,0.03534324638411672,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,rook,accused,8,284,4,-2,1.300751879699248,0.03162055335968379,0.004580112252462141,0.03511419393554308,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,evertonette,accused,8,242,4,-2,1.300751879699248,0.03755868544600939,0.005375007767352265,0.04120839288303404,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,rook,murdering,11,284,4,-3,-1.699248120300752,0.043478260869565216,-0.005983268029227999,-0.04587172155741466,Xandrar
Span notes 4 xandrar.txt,span adventures part 4 rook and evertonette: rook accused ev of murdering jean luc in cold blood - no holds barred argument ensues.,evertonette,murdering,11,242,4,-3,-1.699248120300752,0.051643192488262914,-0.007021686447523768,-0.05383292943101556,Xandrar
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,chibo,apologizes,13,419,4,-1,-2,0.03117505995203837,-0.00477326968973747,-0.03659506762132061,Xandrar
Span notes 4 xandrar.txt,chibo hands the broken shards from his unfortunate experiment to xotl and apologizes for taking the dragonshard “without xotl’s knowing” (emphasized).,xotl,apologizes,13,147,4,-1,-2,0.11304347826086956,-0.013605442176870748,-0.10430839002267574,Xandrar
Span notes 4 xandrar.txt,"vandare came into the job as an altruistic do-gooder, but is frustrated because his true nature is to run in and let the arrows fly in service to the greater good.",vandare,frustrated,13,188,4,-2,-2,0.07602339181286549,-0.010638297872340425,-0.08156028368794327,Xandrar
Span notes 4 xandrar.txt,"vandare came into the job as an altruistic do-gooder, but is frustrated because his true nature is to run in and let the arrows fly in service to the greater good.",vandare,true,16,188,4,3.300751879699248,1.300751879699248,0.0935672514619883,0.00691889297712366,0.053044846157948064,Xandrar
Span notes 4 xandrar.txt,that the duel happened after all he blames on ev letting it get to that point where blood needed to be shed.,evertonette,blames,29,242,4,-2,-3.699248120300752,0.13615023474178403,-0.015286149257441123,-0.11719381097371528,Xandrar
Span notes 4 xandrar.txt,"rook going to the hill ward, straight to the governor’s mansion to try to get some answers; vandare and rinoa go with him.",vandare,straight,34,188,4,1.650375939849624,2.951127819548872,0.19883040935672514,0.0156974884018557,0.12034741108089371,Xandrar
Span notes 4 xandrar.txt,"rook going to the hill ward, straight to the governor’s mansion to try to get some answers; vandare and rinoa go with him.",rook,straight,39,284,4,1.650375939849624,-0.048872180451127845,0.1541501976284585,-1.7208514243354875e-4,-0.0013193194253238738,Xandrar
Span notes 4 xandrar.txt,"rinoa picks up a vibe of folks not so much pro-war, but skews younger and for whom war is normal and peace does not offer an outlet for dissatisfaction with international conflict - perhaps brought up on propaganda but suddenly told they have to get along.",rinoa,war,39,358,4,-2,-0.34962406015037595,0.1566265060240964,-9.766035199731172e-4,-0.007487293653127232,Xandrar
Span notes 4 xandrar.txt,"rinoa picks up a vibe of folks not so much pro-war, but skews younger and for whom war is normal and peace does not offer an outlet for dissatisfaction with international conflict - perhaps brought up on propaganda but suddenly told they have to get along.",rinoa,peace,48,358,4,3.300751879699248,2.951127819548872,0.1927710843373494,0.008243373797622548,0.0631991991151062,Xandrar
Span notes 4 xandrar.txt,"rinoa picks up a vibe of folks not so much pro-war, but skews younger and for whom war is normal and peace does not offer an outlet for dissatisfaction with international conflict - perhaps brought up on propaganda but suddenly told they have to get along.",rinoa,conflict,56,358,4,-2,0.9511278195488722,0.2248995983935743,0.002656781618851598,0.020368659077862252,Xandrar
Span notes 4 xandrar.txt,"rinoa picks up a vibe of folks not so much pro-war, but skews younger and for whom war is normal and peace does not offer an outlet for dissatisfaction with international conflict - perhaps brought up on propaganda but suddenly told they have to get along.",rinoa,propaganda,60,358,4,-2,-1.0488721804511278,0.24096385542168675,-0.0029298105599193515,-0.022461880959381696,Xandrar
Span notes 4 xandrar.txt,"dane scans the room and sees a center table with a guy who is receiving a lot of attention, going on about how things used to be better even during the war.",dane,war,78,319,4,-2,-2,0.2857142857142857,-0.006269592476489028,-0.04806687565308255,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",vandare,protesters,84,188,4,-2,0.9511278195488722,0.49122807017543857,0.005059190529515278,0.03878712739295046,Xandrar
Span notes 4 xandrar.txt,"the rep seems to trust dane and xotl to be if not allies, at least on the side of doing the right thing.",xotl,trust,90,147,4,1.650375939849624,-0.34962406015037595,0.782608695652174,-0.00237839496700936,-0.018234361413738426,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",evertonette,protesters,93,242,4,-2,-5.6992481203007515,0.43661971830985913,-0.02355061206735848,-0.180554692516415,Xandrar
Span notes 4 xandrar.txt,"rinoa tries to spin it out that perhaps there’s room for compromise and avoidance of war, and that span would just want to represent their views.",rinoa,war,100,358,4,-2,-3.048872180451128,0.40160642570281124,-0.008516402738690303,-0.06529242099662566,Xandrar
Span notes 4 xandrar.txt,"chibo walks in, the bar has a big brelish flag, a little dusty and worn in here, and pretty sparsely populated this time of day.",chibo,worn,101,419,4,-1,-3,0.2422062350119904,-0.007159904534606206,-0.05489260143198091,Xandrar
Span notes 4 xandrar.txt,"chibo walks in, the bar has a big brelish flag, a little dusty and worn in here, and pretty sparsely populated this time of day.",chibo,pretty,103,419,4,1.650375939849624,-1.349624060150376,0.24700239808153476,-0.003221059809428105,-0.02469479187228214,Xandrar
Span notes 4 xandrar.txt,he tells dane about the lack of income and the problems associated with it.,dane,lack,107,319,4,-2,-4,0.39194139194139194,-0.012539184952978056,-0.0961337513061651,Xandrar
Span notes 4 xandrar.txt,rook gets a note back from lyrandar that any encroachment on free use of waterways is not in the interests of the house.,rook,free,112,284,4,1.650375939849624,1.6015037593984962,0.4426877470355731,0.005639097744360902,0.043233082706766915,Xandrar
Span notes 4 xandrar.txt,"chibo gets a cool response to trying to bet on the outcome of the negotiation - fishers who might bloody us a bit, or depending on how things go tomorrow there could be some violence.",chibo,cool,113,419,4,1.650375939849624,0.3007518796992481,0.2709832134292566,7.177849157499954e-4,0.005503017687416632,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",xotl,protesters,115,147,4,-2,-2.3496240601503757,1,-0.015983837143880106,-0.12254275143641415,Xandrar
Span notes 4 xandrar.txt,a few more minutes of conversation rinoa gets the sense that they’re not ready for violence but don’t want to give up their rights.,rinoa,violence,123,358,4,-3,-6.048872180451128,0.4939759036144578,-0.016896291006846725,-0.12953823105249157,Xandrar
Span notes 4 xandrar.txt,"chibo gets a cool response to trying to bet on the outcome of the negotiation - fishers who might bloody us a bit, or depending on how things go tomorrow there could be some violence.",chibo,bloody,126,419,4,-3,-2.699248120300752,0.302158273381295,-0.00644211961885621,-0.04938958374456428,Xandrar
Span notes 4 xandrar.txt,"i point out the wine house to vandare, and go back to looking for eldur - probably 50+ protesters on each side.",vandare,protesters,133,188,4,-2,-1.0488721804511278,0.7777777777777778,-0.005579107342825148,-0.04277315629499281,Xandrar
Span notes 4 xandrar.txt,"chibo gets a cool response to trying to bet on the outcome of the negotiation - fishers who might bloody us a bit, or depending on how things go tomorrow there could be some violence.",chibo,violence,139,419,4,-3,-5.6992481203007515,0.3333333333333333,-0.013602024153462414,-0.10428218517654518,Xandrar
Span notes 4 xandrar.txt,"they respond to chibo saying that this is a matter of grave importance, and that the tarriff represents a bigger system of oppression and that if they are forced to back down on this topic, what rights they might be sacrificing next.",chibo,matter,149,419,4,1.650375939849624,-4.048872180451128,0.35731414868105515,-0.009663179428284315,-0.07408437561684642,Xandrar
Span notes 4 xandrar.txt,"rook asks about the justification under the treaty of galifar, and gov provides a legal opinion from brelish courts that refer to pre-established case law etc.",rook,legal,149,284,4,1.650375939849624,3.2518796992481205,0.5889328063241107,0.011450280631155354,0.08778548483885772,Xandrar
Span notes 4 xandrar.txt,"they respond to chibo saying that this is a matter of grave importance, and that the tarriff represents a bigger system of oppression and that if they are forced to back down on this topic, what rights they might be sacrificing next.",chibo,grave,151,419,4,-2,-6.048872180451128,0.36211031175059955,-0.014436449118021786,-0.11067944323816703,Xandrar
Span notes 4 xandrar.txt,"they respond to chibo saying that this is a matter of grave importance, and that the tarriff represents a bigger system of oppression and that if they are forced to back down on this topic, what rights they might be sacrificing next.",chibo,importance,152,419,4,3.300751879699248,-2.7481203007518795,0.3645083932853717,-0.006558759667665583,-0.05028382411876947,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",rinoa,protesters,160,358,4,-2,-8.048872180451127,0.642570281124498,-0.022482883185617673,-0.1723687710897355,Xandrar
Span notes 4 xandrar.txt,"they respond to chibo saying that this is a matter of grave importance, and that the tarriff represents a bigger system of oppression and that if they are forced to back down on this topic, what rights they might be sacrificing next.",chibo,forced,162,419,4,-1,-3.7481203007518795,0.38848920863309355,-0.00894539451253432,-0.06858135792942978,Xandrar
Span notes 4 xandrar.txt,"already seated at side tables near observer gallery: * rodrorth skyvale, aundarian merchant * drimer d’velderan, house tharashk representative for droaam with scribe and xandrar admin types in observer two seats in the middle where rinoa and ev go (backs to the fire); others post up around the room.",evertonette,fire,162,242,4,-2,-7.6992481203007515,0.7605633802816901,-0.031815074877275834,-0.24391557405911474,Xandrar
Span notes 4 xandrar.txt,rook becomes convinced that house orien is behind this…. perhaps to be dealt with next session?,rook,convinced,164,284,4,1.650375939849624,4.902255639097744,0.6482213438735178,0.017261463517949802,0.13233788697094848,Xandrar
Span notes 4 xandrar.txt,vandare tries to hit on her terribly.,vandare,terribly,167,188,4,-3,-4.048872180451128,0.9766081871345029,-0.021536554151335787,-0.16511358182690772,Xandrar
Span notes 4 xandrar.txt,chibo and vandare leave as well.,vandare,leave,171,188,4,-1,-5.048872180451128,1,-0.026855703087506,-0.20589372367087935,Xandrar
Span notes 4 xandrar.txt,"the rep seems to trust dane and xotl to be if not allies, at least on the side of doing the right thing.",dane,trust,174,319,4,1.650375939849624,-2.3496240601503757,0.6373626373626373,-0.0073655926650481995,-0.05646954376536953,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",rook,protesters,187,284,4,-2,2.9022556390977443,0.7391304347826086,0.010219209996823044,0.07834727664231,Xandrar
Span notes 4 xandrar.txt,ev tries to intercede but is not successful; the constable is on the ground bleeding profusely while the gov is still standing over her.,evertonette,successful,192,242,4,4.951127819548872,-2.74812030075188,0.9014084507042254,-0.011355869011371405,-0.08706166242051411,Xandrar
Span notes 4 xandrar.txt,"rinoa suspects that it would be economically devastating if the ferry was shut down, but worse for xandrar than erlaskar.",rinoa,suspects,194,358,4,-1,-9.048872180451127,0.7791164658634538,-0.025276179275003148,-0.19378404110835748,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",dane,protesters,199,319,4,-2,-4.349624060150376,0.7289377289377289,-0.013635185141537227,-0.10453641941845208,Xandrar
Span notes 4 xandrar.txt,"rinoa suspects that it would be economically devastating if the ferry was shut down, but worse for xandrar than erlaskar.",rinoa,devastating,200,358,4,-2,-11.048872180451127,0.8032128514056225,-0.0308627714537741,-0.23661458114560144,Xandrar
Span notes 4 xandrar.txt,"rinoa suspects that it would be economically devastating if the ferry was shut down, but worse for xandrar than erlaskar.",rinoa,worse,208,358,4,-3,-14.048872180451127,0.8353413654618473,-0.03924265972193052,-0.30086039120146735,Xandrar
Span notes 4 xandrar.txt,ev pulls out her wand and sword to intimidate the guards.,evertonette,intimidate,213,242,4,-2,-4.74812030075188,1,-0.01962033182128876,-0.15042254396321383,Xandrar
Span notes 4 xandrar.txt,"the plan: chibo and dane outside interacting with the potential protesters; ev and rinoa coordinating the negotiation; rook as potential expert witness; xotl inside as show of acceptance of monstrous humanoids; vandare inside as show of potential span force we take the ferry across to where we’d expect the eldeen contingents, and they are already there.",chibo,protesters,216,419,4,-2,-5.7481203007518795,0.5179856115107914,-0.013718664202271788,-0.10517642555075038,Xandrar
Span notes 4 xandrar.txt,is it odd that the ferry is not impacted (q from rook about house orien…)?,rook,odd,222,284,4,-2,0.9022556390977443,0.8774703557312253,0.0031769564756962826,0.0243566663136715,Xandrar
Span notes 4 xandrar.txt,"already seated at side tables near observer gallery: * rodrorth skyvale, aundarian merchant * drimer d’velderan, house tharashk representative for droaam with scribe and xandrar admin types in observer two seats in the middle where rinoa and ev go (backs to the fire); others post up around the room.",rinoa,fire,249,358,4,-2,-16.048872180451127,1,-0.04482925190070147,-0.3436909312387113,Xandrar
Span notes 4 xandrar.txt,gov addresses rook: admits to conferring with dagmar d’orien re: taxation along the river.,rook,admits,253,284,4,-1,-0.09774436090225569,1,-3.441702848670975e-4,-0.0026386388506477476,Xandrar
Span notes 4 xandrar.txt,he goes outside and starts to rile up his crowd… dane chats with strur after pulling him away from the crowd a bit - strur appreciates dane’s help but has another representative he’d like to speak for his side.,dane,appreciates,273,319,4,3.300751879699248,-1.0488721804511278,1,-0.0032880005656775167,-0.025208004336860962,Xandrar
Span notes 4 xandrar.txt,"chibo pulls up a chair at the table right next to theirs, uncomfortably close in a largely empty bar.",chibo,empty,378,419,4,-1,-6.7481203007518795,0.9064748201438849,-0.016105299047140524,-0.12347395936141069,Xandrar
Span notes 4 xandrar.txt,"chibo notices about the elf, it’s hard to tell how old an elf is - he gets an impression that she is a fairly old and experienced elf.",chibo,hard,386,419,4,-1,-7.7481203007518795,0.9256594724220624,-0.01849193389200926,-0.141771493172071,Xandrar
Span notes 4 xandrar.txt,chibo and vandare leave as well.,chibo,leave,417,419,4,-1,-8.74812030075188,1,-0.020878568736877996,-0.16006902698273132,Xandrar
SPAN notes 5 zilargo.txt,"chibo sees (via eldritch sight) further into the spectrum of magic - it’s a writhing, oscillating wavelength of energies in three dimensions.",chibo,chibo,0,638,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,"in the air, rook, dane, and vandare maneuver around to take out one of the turrets.",dane,in,0,178,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,rinoa and evertonette join the fray.,evertonette,rinoa,0,253,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,rinoa and evertonette join the fray.,rinoa,rinoa,0,348,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",rook,we,0,250,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",vandare,we,0,271,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,"upon return to thronehold, xotl goes to the surgeons to remove the tumor (from wild magic surge last adventure).",xotl,upon,0,585,5,0,0,0,0,0,Zilargo
SPAN notes 5 zilargo.txt,rinoa and evertonette join the fray.,rinoa,join,4,348,5,1.650375939849624,1.650375939849624,0.013513513513513514,0.004742459597269035,0.03635885691239593,Zilargo
SPAN notes 5 zilargo.txt,rinoa and evertonette join the fray.,evertonette,join,4,253,5,1.650375939849624,1.650375939849624,0.01606425702811245,0.006523225058694166,0.05001139211665528,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",rook,aggressive,5,250,5,-2,-2,0.02,-0.008,-0.06133333333333334,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",vandare,aggressive,5,271,5,-2,-2,0.031055900621118012,-0.007380073800738007,-0.056580565805658053,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",rook,drop,9,250,5,-1,-3,0.036,-0.012,-0.092,Zilargo
SPAN notes 5 zilargo.txt,"we decide on an aggressive approach in which we drop in, take out the turrets quickly, feather fall in the ground team for the extraction while rook and vandare man the ship until we extract.",vandare,drop,9,271,5,-1,-3,0.055900621118012424,-0.01107011070110701,-0.08487084870848709,Zilargo
SPAN notes 5 zilargo.txt,"upon return to thronehold, xotl goes to the surgeons to remove the tumor (from wild magic surge last adventure).",xotl,tumor,10,585,5,-2,-2,0.017543859649122806,-0.003418803418803419,-0.02621082621082621,Zilargo
SPAN notes 5 zilargo.txt,"upon return to thronehold, xotl goes to the surgeons to remove the tumor (from wild magic surge last adventure).",xotl,adventure,16,585,5,3.300751879699248,1.300751879699248,0.028070175438596492,0.002223507486665381,0.017046890731101254,Zilargo
SPAN notes 5 zilargo.txt,"rinoa drops from the sky onto hers and smashes it nearly to death, and takes it out a moment later.",rinoa,death,19,348,5,-2,-0.34962406015037595,0.06418918918918919,-0.0010046668395125747,-0.007702445769596406,Zilargo
SPAN notes 5 zilargo.txt,"dane dashes up the stairs, who finds rinoa engaged in combat with another ogre.",dane,combat,32,178,5,-1,-1,0.19875776397515527,-0.0056179775280898875,-0.04307116104868914,Zilargo
SPAN notes 5 zilargo.txt,"ev shatters the gnoll sniper and destroys it, and then moves toward the second floor.",evertonette,destroys,49,253,5,-3,-1.349624060150376,0.19678714859437751,-0.005334482451187257,-0.040897698792435634,Zilargo
SPAN notes 5 zilargo.txt,"vandare gets shot out of the ship’s cannon to the top of the cliff, and sees three figures - a six-foot and two 3-4 foot creatures running down a tunnel on the embankment.",vandare,top,53,271,5,3.300751879699248,0.3007518796992481,0.32919254658385094,0.001109785533945565,0.008508355760249331,Zilargo
SPAN notes 5 zilargo.txt,"chibo casts eldritch blast at another, does a small amount of damage.",chibo,damage,57,638,5,-3,-3,0.09595959595959595,-0.004702194357366771,-0.03605015673981191,Zilargo
SPAN notes 5 zilargo.txt,chibo tries to use toll the dead but the target saves.,chibo,dead,64,638,5,-3,-6,0.10774410774410774,-0.009404388714733543,-0.07210031347962383,Zilargo
SPAN notes 5 zilargo.txt,chibo misses the ogre with a crossbow and backs up to the top of the stairs; ev arrives and blasts it with another eldritch blast.,evertonette,top,67,253,5,3.300751879699248,1.9511278195488722,0.26907630522088355,0.007711967666201075,0.059125085440874914,Zilargo
SPAN notes 5 zilargo.txt,xotl frost-rays the injured bowman; rinoa clobbers the other in front of dane.,dane,injured,67,178,5,-2,-3,0.4161490683229814,-0.016853932584269662,-0.12921348314606743,Zilargo
SPAN notes 5 zilargo.txt,rook guides the ship upward to the top of the bluff to observe for enemies.,rook,top,68,250,5,3.300751879699248,0.3007518796992481,0.272,0.0012030075187969924,0.009223057644110275,Zilargo
SPAN notes 5 zilargo.txt,xotl fails to hit his several times.,xotl,fails,72,585,5,-2,-0.6992481203007519,0.12631578947368421,-0.0011952959321380374,-0.009163935479724954,Zilargo
SPAN notes 5 zilargo.txt,rook guides the ship upward to the top of the bluff to observe for enemies.,rook,enemies,73,250,5,-2,-1.699248120300752,0.292,-0.006796992481203008,-0.052110275689223065,Zilargo
SPAN notes 5 zilargo.txt,chibo is hit and then the book reaches out to create a hellish rebuke - but his gnoll is still standing.,chibo,reaches,75,638,5,1.650375939849624,-4.349624060150376,0.12626262626262627,-0.006817592570768614,-0.05226820970922604,Zilargo
SPAN notes 5 zilargo.txt,"vandare approaches the downward steps from the top of the bluff - a human male, with a shock of white/silver hair, heavily muscled in heavy armor; a female halflng and a female gnome following close behind.",vandare,top,77,271,5,3.300751879699248,3.601503759398496,0.4782608695652174,0.01328968176899814,0.10188756022898575,Zilargo
SPAN notes 5 zilargo.txt,"vandare approaches the downward steps from the top of the bluff - a human male, with a shock of white/silver hair, heavily muscled in heavy armor; a female halflng and a female gnome following close behind.",vandare,shock,84,271,5,-2,1.6015037593984962,0.5217391304347826,0.005909607968260133,0.04530699442332769,Zilargo
